flight_number,airline,flight_date,direction,scheduled_time_local,scheduled_time_utc,actual_time_local,actual_time_utc,status,is_cancelled,origin_icao,origin_iata,destination_icao,destination_iata,aircraft_model,aircraft_reg,relevant_timestamp,actual_temp_c,actual_wind_speed_kmh,actual_wind_gusts_kmh,actual_precipitation_mm,actual_snowfall_cm,actual_visibility_m,actual_cloud_cover_pct,actual_weather_code,forecast_temp_c,forecast_wind_speed_kmh,forecast_wind_gusts_kmh,forecast_precipitation_mm,forecast_snowfall_cm,forecast_visibility_m,forecast_cloud_cover_pct,forecast_weather_code,forecast_error_visibility_m,forecast_error_wind_kmh,forecast_error_snowfall_cm
AS 2293,Alaska,2025-11-17,Arrival,2025-11-17 19:26-08:00,2025-11-18 03:26Z,2025-11-17 19:50-08:00,2025-11-18 03:50Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N663QX,2025-11-17T19:00:00,9.3,3.8,6.8,0.0,0.0,,99,3,8.7,4.6,4.7,0.0,0.0,12700.0,2,0,,-0.7999999999999998,0.0
AS 2364,Alaska,2025-11-17,Arrival,2025-11-18 00:14-08:00,2025-11-18 08:14Z,2025-11-17 23:51-08:00,2025-11-18 07:51Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N651QX,2025-11-18T00:00:00,8.4,12.7,22.0,0.3,0.0,,95,51,8.2,6.8,36.7,0.0,0.0,13100.0,100,3,,5.8999999999999995,0.0
AS 2067,Alaska,2025-11-18,Departure,2025-11-18 05:36-08:00,2025-11-18 13:36Z,2025-11-18 05:52-08:00,2025-11-18 13:52Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N651QX,2025-11-18T06:00:00,4.6,13.7,27.4,0.0,0.0,,84,3,4.6,17.4,46.4,0.0,0.0,22400.0,100,3,,-3.6999999999999993,0.0
AS 2152,Alaska,2025-11-18,Departure,2025-11-18 13:37-08:00,2025-11-18 21:37Z,2025-11-18 13:48-08:00,2025-11-18 21:48Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N634QX,2025-11-18T14:00:00,6.2,14.7,33.1,0.0,0.0,,82,3,5.7,14.1,23.8,0.0,0.0,25200.0,1,0,,0.5999999999999996,0.0
AS 2032,Alaska,2025-11-18,Departure,2025-11-18 16:17-08:00,2025-11-19 00:17Z,2025-11-18 16:17-08:00,2025-11-19 00:17Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N638QX,2025-11-18T16:00:00,4.3,8.8,24.5,0.0,0.0,,100,3,4.1,6.6,16.2,0.0,0.0,23100.0,3,0,,2.200000000000001,0.0
LF 525,Contour Aviation,2025-11-18,Departure,2025-11-18 16:45-08:00,2025-11-19 00:45Z,2025-11-18 16:55-08:00,2025-11-19 00:55Z,Departed,False,KPUW,PUW,KCNY,CNY,Embraer 135,N16525,2025-11-18T17:00:00,3.1,6.4,16.2,0.0,0.0,,100,3,3.2,5.9,13.0,0.0,0.0,22200.0,33,1,,0.5,0.0
AS 2291,Alaska,2025-11-18,Arrival,2025-11-18 13:00-08:00,2025-11-18 21:00Z,2025-11-18 12:44-08:00,2025-11-18 20:44Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N634QX,2025-11-18T13:00:00,6.3,15.7,33.8,0.0,0.0,,97,3,5.4,15.5,25.9,0.0,0.0,24600.0,38,1,,0.1999999999999993,0.0
AS 2036,Alaska,2025-11-18,Arrival,2025-11-18 15:39-08:00,2025-11-18 23:39Z,2025-11-18 15:13-08:00,2025-11-18 23:13Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N638QX,2025-11-18T16:00:00,4.3,8.8,24.5,0.0,0.0,,100,3,4.1,6.6,16.2,0.0,0.0,23100.0,3,0,,2.200000000000001,0.0
LF 362,Contour Aviation,2025-11-18,Arrival,2025-11-18 15:45-08:00,2025-11-18 23:45Z,2025-11-18 16:02-08:00,2025-11-19 00:02Z,Expected,False,KEUG,EUG,KPUW,PUW,Embraer 135,N16525,2025-11-18T16:00:00,4.3,8.8,24.5,0.0,0.0,,100,3,4.1,6.6,16.2,0.0,0.0,23100.0,3,0,,2.200000000000001,0.0
AS 2364,Alaska,2025-11-18,Arrival,2025-11-19 00:14-08:00,2025-11-19 08:14Z,2025-11-18 23:51-08:00,2025-11-19 07:51Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N627QX,2025-11-19T00:00:00,2.5,0.6,3.2,0.0,0.0,,97,3,1.2,4.0,4.0,0.0,0.0,13100.0,50,2,,-3.4,0.0
AS 2067,Alaska,2025-11-19,Departure,2025-11-19 05:36-08:00,2025-11-19 13:36Z,2025-11-19 05:54-08:00,2025-11-19 13:54Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N627QX,2025-11-19T06:00:00,0.4,5.4,9.7,0.0,0.0,,3,0,-1.0,5.5,6.8,0.0,0.0,12600.0,50,2,,-0.09999999999999964,0.0
AS 2152,Alaska,2025-11-19,Departure,2025-11-19 13:37-08:00,2025-11-19 21:37Z,2025-11-19 14:07-08:00,2025-11-19 22:07Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N664QX,2025-11-19T14:00:00,8.2,9.0,22.7,0.0,0.0,,0,0,6.8,12.5,19.4,0.0,0.0,25500.0,0,0,,-3.5,0.0
AS 2032,Alaska,2025-11-19,Departure,2025-11-19 16:17-08:00,2025-11-20 00:17Z,2025-11-19 16:20-08:00,2025-11-20 00:20Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N630QX,2025-11-19T16:00:00,5.1,6.2,15.1,0.0,0.0,,0,0,4.8,8.4,15.8,0.0,0.0,21300.0,0,0,,-2.2,0.0
LF 363,Contour Aviation,2025-11-19,Departure,2025-11-19 19:00-08:00,2025-11-20 03:00Z,2025-11-19 19:00-08:00,2025-11-20 03:00Z,Departed,False,KPUW,PUW,KEUG,EUG,Embraer 135,N16502,2025-11-19T19:00:00,3.7,11.7,20.5,0.0,0.0,,2,0,1.7,8.9,15.5,0.0,0.0,16800.0,0,0,,2.799999999999999,0.0
AS 2309,Alaska,2025-11-19,Departure,2025-11-19 20:03-08:00,2025-11-20 04:03Z,2025-11-19 20:10-08:00,2025-11-20 04:10Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N620QX,2025-11-19T20:00:00,3.8,12.2,21.6,0.0,0.0,,0,0,1.5,13.8,24.8,0.0,0.0,16000.0,0,0,,-1.6000000000000014,0.0
AS 2291,Alaska,2025-11-19,Arrival,2025-11-19 13:00-08:00,2025-11-19 21:00Z,2025-11-19 12:49-08:00,2025-11-19 20:49Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N664QX,2025-11-19T13:00:00,8.2,9.8,23.0,0.0,0.0,,0,0,6.4,14.5,17.6,0.0,0.0,24200.0,3,0,,-4.699999999999999,0.0
AS 2036,Alaska,2025-11-19,Arrival,2025-11-19 15:39-08:00,2025-11-19 23:39Z,2025-11-19 15:23-08:00,2025-11-19 23:23Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N630QX,2025-11-19T16:00:00,5.1,6.2,15.1,0.0,0.0,,0,0,4.8,8.4,15.8,0.0,0.0,21300.0,0,0,,-2.2,0.0
AS 2293,Alaska,2025-11-19,Arrival,2025-11-19 19:26-08:00,2025-11-20 03:26Z,2025-11-19 19:11-08:00,2025-11-20 03:11Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N620QX,2025-11-19T19:00:00,3.7,11.7,20.5,0.0,0.0,,2,0,1.7,8.9,15.5,0.0,0.0,16800.0,0,0,,2.799999999999999,0.0
AS 2364,Alaska,2025-11-19,Arrival,2025-11-20 00:14-08:00,2025-11-20 08:14Z,2025-11-19 23:53-08:00,2025-11-20 07:53Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N634QX,2025-11-20T00:00:00,3.9,12.1,22.3,0.0,0.0,,100,3,1.2,14.8,24.5,0.0,0.0,14100.0,16,0,,-2.700000000000001,0.0
AS 2067,Alaska,2025-11-20,Departure,2025-11-20 05:36-08:00,2025-11-20 13:36Z,2025-11-20 05:37-08:00,2025-11-20 13:37Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N634QX,2025-11-20T06:00:00,4.2,7.7,20.2,0.0,0.0,,100,3,3.0,12.4,21.2,0.0,0.0,12800.0,43,1,,-4.7,0.0
AS 2152,Alaska,2025-11-20,Departure,2025-11-20 13:37-08:00,2025-11-20 21:37Z,2025-11-20 13:45-08:00,2025-11-20 21:45Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N653QX,2025-11-20T14:00:00,4.9,9.6,22.0,0.0,0.0,,100,3,4.7,8.4,10.4,0.0,0.0,14800.0,100,3,,1.1999999999999993,0.0
AS 2032,Alaska,2025-11-20,Departure,2025-11-20 16:17-08:00,2025-11-21 00:17Z,2025-11-20 16:17-08:00,2025-11-21 00:17Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N662QX,2025-11-20T16:00:00,4.3,5.2,16.6,0.0,0.0,,100,3,4.5,6.2,8.6,0.0,0.0,15200.0,100,3,,-1.0,0.0
AS 2309,Alaska,2025-11-20,Departure,2025-11-20 20:03-08:00,2025-11-21 04:03Z,2025-11-20 20:14-08:00,2025-11-21 04:14Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N620QX,2025-11-20T20:00:00,3.4,7.8,15.8,0.0,0.0,,100,3,3.5,4.2,8.6,0.0,0.0,13100.0,100,3,,3.5999999999999996,0.0
AS 2291,Alaska,2025-11-20,Arrival,2025-11-20 13:00-08:00,2025-11-20 21:00Z,2025-11-20 12:39-08:00,2025-11-20 20:39Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N653QX,2025-11-20T13:00:00,5.0,8.7,20.5,0.0,0.0,,100,3,4.9,11.7,14.8,0.0,0.0,15200.0,100,3,,-3.0,0.0
AS 2036,Alaska,2025-11-20,Arrival,2025-11-20 15:39-08:00,2025-11-20 23:39Z,2025-11-20 15:20-08:00,2025-11-20 23:20Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N662QX,2025-11-20T16:00:00,4.3,5.2,16.6,0.0,0.0,,100,3,4.5,6.2,8.6,0.0,0.0,15200.0,100,3,,-1.0,0.0
AS 2293,Alaska,2025-11-20,Arrival,2025-11-20 19:26-08:00,2025-11-21 03:26Z,2025-11-20 19:19-08:00,2025-11-21 03:19Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N620QX,2025-11-20T19:00:00,3.3,6.4,11.2,0.0,0.0,,100,3,3.7,10.9,15.5,0.0,0.0,13800.0,100,3,,-4.5,0.0
AS 2067,Alaska,2025-11-21,Departure,2025-11-21 05:06-08:00,2025-11-21 13:06Z,2025-11-21 05:11-08:00,2025-11-21 13:11Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N659QX,2025-11-21T05:00:00,0.4,6.9,16.2,0.0,0.0,,100,3,3.3,5.4,5.8,0.0,0.0,12200.0,100,3,,1.5,0.0
G4 4061,Allegiant Air,2025-11-21,Departure,2025-11-21 10:30-08:00,2025-11-21 18:30Z,2025-11-21 10:44-08:00,2025-11-21 18:44Z,Departed,False,KPUW,PUW,KSHD,SHD,Airbus A320,N275NV,2025-11-21T11:00:00,6.3,9.7,23.4,0.0,0.0,,96,3,6.4,14.4,15.8,0.0,0.0,17200.0,100,3,,-4.700000000000001,0.0
AS 2132,Alaska,2025-11-21,Departure,2025-11-21 14:25-08:00,2025-11-21 22:25Z,2025-11-21 14:39-08:00,2025-11-21 22:39Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N635QX,2025-11-21T14:00:00,6.9,5.8,18.0,0.0,0.0,,100,3,7.2,6.6,9.4,0.0,0.0,20500.0,99,3,,-0.7999999999999998,0.0
AS 2032,Alaska,2025-11-21,Departure,2025-11-21 18:08-08:00,2025-11-22 02:08Z,2025-11-21 19:06-08:00,2025-11-22 03:06Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N628QX,2025-11-21T18:00:00,3.9,7.5,13.3,0.0,0.0,,100,3,3.3,9.2,11.9,0.0,0.0,15200.0,4,0,,-1.6999999999999993,0.0
AS 2439,Alaska,2025-11-21,Departure,2025-11-21 19:46-08:00,2025-11-22 03:46Z,2025-11-21 20:15-08:00,2025-11-22 04:15Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N648QX,2025-11-21T20:00:00,3.1,6.3,14.0,0.0,0.0,,99,3,2.3,9.7,13.0,0.0,0.0,13000.0,63,2,,-3.3999999999999995,0.0
AS 2364,Alaska,2025-11-21,Arrival,2025-11-21 00:14-08:00,2025-11-21 08:14Z,2025-11-21 00:15-08:00,2025-11-21 08:15Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N659QX,2025-11-21T00:00:00,1.9,1.6,15.8,0.0,0.0,,96,3,3.2,0.4,2.5,0.0,0.0,300.0,100,45,,1.2000000000000002,0.0
G4 4060,Allegiant Air,2025-11-21,Arrival,2025-11-21 08:41-08:00,2025-11-21 16:41Z,2025-11-21 08:54-08:00,2025-11-21 16:54Z,Expected,False,KIWA,AZA,KPUW,PUW,Airbus A320,N275NV,2025-11-21T09:00:00,3.3,9.4,18.7,0.0,0.0,,99,3,4.2,9.0,15.5,0.0,0.0,13900.0,3,0,,0.40000000000000036,0.0
G4 4231,Allegiant Air,2025-11-21,Arrival,2025-11-21 12:57-08:00,2025-11-21 20:57Z,2025-11-21 13:07-08:00,2025-11-21 21:07Z,Expected,False,KPIH,PIH,KPUW,PUW,Airbus A320,N273NV,2025-11-21T13:00:00,7.1,6.7,20.2,0.0,0.0,,100,3,7.4,10.4,15.8,0.0,0.0,21400.0,99,3,,-3.7,0.0
AS 2152,Alaska,2025-11-21,Arrival,2025-11-21 13:48-08:00,2025-11-21 21:48Z,2025-11-21 13:31-08:00,2025-11-21 21:31Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N635QX,2025-11-21T14:00:00,6.9,5.8,18.0,0.0,0.0,,100,3,7.2,6.6,9.4,0.0,0.0,20500.0,99,3,,-0.7999999999999998,0.0
AS 2036,Alaska,2025-11-21,Arrival,2025-11-21 17:31-08:00,2025-11-22 01:31Z,2025-11-21 18:17-08:00,2025-11-22 02:17Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N628QX,2025-11-21T18:00:00,3.9,7.5,13.3,0.0,0.0,,100,3,3.3,9.2,11.9,0.0,0.0,15200.0,4,0,,-1.6999999999999993,0.0
AS 2438,Alaska,2025-11-21,Arrival,2025-11-21 19:09-08:00,2025-11-22 03:09Z,2025-11-21 19:18-08:00,2025-11-22 03:18Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N648QX,2025-11-21T19:00:00,3.7,7.7,14.8,0.0,0.0,,99,3,2.6,8.1,10.8,0.0,0.0,15000.0,6,0,,-0.39999999999999947,0.0
AS 2067,Alaska,2025-11-22,Departure,2025-11-22 05:06-08:00,2025-11-22 13:06Z,2025-11-22 05:13-08:00,2025-11-22 13:13Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N624QX,2025-11-22T05:00:00,2.6,12.3,21.6,0.0,0.0,,98,3,1.7,11.4,19.4,0.0,0.0,12700.0,2,0,,0.9000000000000004,0.0
AS 2132,Alaska,2025-11-22,Departure,2025-11-22 14:25-08:00,2025-11-22 22:25Z,2025-11-22 14:35-08:00,2025-11-22 22:35Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N638QX,2025-11-22T14:00:00,10.5,9.9,22.7,0.0,0.0,,68,2,9.7,17.4,20.2,0.0,0.0,28700.0,68,2,,-7.499999999999998,0.0
CBC 963,CBC,2025-11-22,Departure,2025-11-22 17:38-08:00,2025-11-23 01:38Z,2025-11-22 17:38-08:00,2025-11-23 01:38Z,Departed,False,KPUW,PUW,KPIH,PIH,Pilatus PC-12,N963CB,2025-11-22T18:00:00,5.9,3.1,10.1,0.0,0.0,,98,3,5.5,11.2,15.1,0.0,0.0,17200.0,9,0,,-8.1,0.0
AS 2032,Alaska,2025-11-22,Departure,2025-11-22 18:08-08:00,2025-11-23 02:08Z,2025-11-22 18:00-08:00,2025-11-23 02:00Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N654QX,2025-11-22T18:00:00,5.9,3.1,10.1,0.0,0.0,,98,3,5.5,11.2,15.1,0.0,0.0,17200.0,9,0,,-8.1,0.0
CBC 963,CBC,2025-11-22,Departure,2025-11-22 18:30-08:00,2025-11-23 02:30Z,2025-11-22 18:30-08:00,2025-11-23 02:30Z,Expected,False,KPUW,PUW,KPIH,PIH,Pilatus PC-12,N963CB,2025-11-22T19:00:00,4.7,5.1,6.8,0.0,0.0,,99,3,5.0,10.4,13.3,0.0,0.0,15300.0,7,0,,-5.300000000000001,0.0
G4 4232,Allegiant Air,2025-11-22,Departure,2025-11-22 18:30-08:00,2025-11-23 02:30Z,2025-11-22 19:14-08:00,2025-11-23 03:14Z,Departed,False,KPUW,PUW,KPIH,PIH,Airbus A320,N273NV,2025-11-22T19:00:00,4.7,5.1,6.8,0.0,0.0,,99,3,5.0,10.4,13.3,0.0,0.0,15300.0,7,0,,-5.300000000000001,0.0
AS 2439,Alaska,2025-11-22,Departure,2025-11-22 19:39-08:00,2025-11-23 03:39Z,2025-11-22 19:47-08:00,2025-11-23 03:47Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N669QX,2025-11-22T20:00:00,4.5,5.8,9.7,0.0,0.0,,100,3,4.7,11.9,15.5,0.0,0.0,14800.0,21,1,,-6.1000000000000005,0.0
G4 4064,Allegiant Air,2025-11-22,Departure,2025-11-22 22:45-08:00,2025-11-23 06:45Z,2025-11-22 23:16-08:00,2025-11-23 07:16Z,Departed,False,KPUW,PUW,KIWA,AZA,Airbus A320,N275NV,2025-11-22T23:00:00,6.5,8.0,14.4,0.0,0.0,,100,3,5.4,12.0,15.8,0.0,0.0,16500.0,90,3,,-4.0,0.0
AS 2364,Alaska,2025-11-22,Arrival,2025-11-22 00:20-08:00,2025-11-22 08:20Z,2025-11-22 00:14-08:00,2025-11-22 08:14Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N624QX,2025-11-22T00:00:00,3.3,12.0,21.2,0.0,0.0,,46,1,2.5,11.2,18.4,0.0,0.0,13000.0,7,0,,0.8000000000000007,0.0
CBC 963,CBC,2025-11-22,Arrival,2025-11-22 10:38-08:00,2025-11-22 18:38Z,2025-11-22 10:38-08:00,2025-11-22 18:38Z,Expected,False,KPIH,PIH,KPUW,PUW,Pilatus PC-12,N963CB,2025-11-22T11:00:00,9.5,13.1,27.7,0.0,0.0,,82,3,7.4,18.4,24.1,0.0,0.0,19900.0,1,0,,-5.299999999999999,0.0
AS 2152,Alaska,2025-11-22,Arrival,2025-11-22 13:48-08:00,2025-11-22 21:48Z,2025-11-22 13:44-08:00,2025-11-22 21:44Z,Arrived,False,KSEA,SEA,KPUW,PUW,Embraer 175,N638QX,2025-11-22T14:00:00,10.5,9.9,22.7,0.0,0.0,,68,2,9.7,17.4,20.2,0.0,0.0,28700.0,68,2,,-7.499999999999998,0.0
AS 2036,Alaska,2025-11-22,Arrival,2025-11-22 17:31-08:00,2025-11-23 01:31Z,2025-11-22 17:12-08:00,2025-11-23 01:12Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N654QX,2025-11-22T18:00:00,5.9,3.1,10.1,0.0,0.0,,98,3,5.5,11.2,15.1,0.0,0.0,17200.0,9,0,,-8.1,0.0
AS 2438,Alaska,2025-11-22,Arrival,2025-11-22 19:02-08:00,2025-11-23 03:02Z,2025-11-22 18:51-08:00,2025-11-23 02:51Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N669QX,2025-11-22T19:00:00,4.7,5.1,6.8,0.0,0.0,,99,3,5.0,10.4,13.3,0.0,0.0,15300.0,7,0,,-5.300000000000001,0.0
G4 4063,Allegiant Air,2025-11-22,Arrival,2025-11-22 21:32-08:00,2025-11-23 05:32Z,2025-11-22 22:07-08:00,2025-11-23 06:07Z,Expected,False,KDSM,DSM,KPUW,PUW,Airbus A320,N275NV,2025-11-22T22:00:00,6.2,8.4,13.0,0.0,0.0,,100,3,5.1,10.5,14.4,0.0,0.0,16100.0,99,3,,-2.0999999999999996,0.0
AS 2067,Alaska,2025-11-23,Departure,2025-11-23 05:06-08:00,2025-11-23 13:06Z,2025-11-23 05:08-08:00,2025-11-23 13:08Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N624QX,2025-11-23T05:00:00,5.8,10.8,17.6,0.2,0.0,,100,51,5.7,14.0,16.2,0.0,0.0,9500.0,100,3,,-3.1999999999999993,0.0
AS 2132,Alaska,2025-11-23,Departure,2025-11-23 14:25-08:00,2025-11-23 22:25Z,2025-11-23 14:23-08:00,2025-11-23 22:23Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N655QX,2025-11-23T14:00:00,8.8,7.7,16.9,0.0,0.0,,100,3,8.7,11.1,30.2,0.0,0.0,19100.0,36,1,,-3.3999999999999995,0.0
AS 2032,Alaska,2025-11-23,Departure,2025-11-23 18:08-08:00,2025-11-24 02:08Z,2025-11-23 18:44-08:00,2025-11-24 02:44Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N663QX,2025-11-23T18:00:00,7.2,2.8,10.8,0.0,0.0,,100,3,6.1,9.7,14.8,0.0,0.0,16900.0,100,3,,-6.8999999999999995,0.0
AS 2439,Alaska,2025-11-23,Departure,2025-11-23 19:39-08:00,2025-11-24 03:39Z,2025-11-23 19:59-08:00,2025-11-24 03:59Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N661QX,2025-11-23T20:00:00,6.8,3.1,6.1,0.0,0.0,,100,3,7.0,4.3,9.7,0.0,0.0,17400.0,100,3,,-1.1999999999999997,0.0
AS 2364,Alaska,2025-11-23,Arrival,2025-11-23 00:20-08:00,2025-11-23 08:20Z,2025-11-23 00:09-08:00,2025-11-23 08:09Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N624QX,2025-11-23T00:00:00,6.5,6.4,14.4,0.0,0.0,,100,3,5.4,12.3,15.5,0.0,0.0,17200.0,99,3,,-5.9,0.0
AS 2152,Alaska,2025-11-23,Arrival,2025-11-23 13:48-08:00,2025-11-23 21:48Z,2025-11-23 13:36-08:00,2025-11-23 21:36Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N655QX,2025-11-23T14:00:00,8.8,7.7,16.9,0.0,0.0,,100,3,8.7,11.1,30.2,0.0,0.0,19100.0,36,1,,-3.3999999999999995,0.0
AS 2036,Alaska,2025-11-23,Arrival,2025-11-23 17:31-08:00,2025-11-24 01:31Z,2025-11-23 17:59-08:00,2025-11-24 01:59Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N663QX,2025-11-23T18:00:00,7.2,2.8,10.8,0.0,0.0,,100,3,6.1,9.7,14.8,0.0,0.0,16900.0,100,3,,-6.8999999999999995,0.0
AS 2438,Alaska,2025-11-23,Arrival,2025-11-23 19:02-08:00,2025-11-24 03:02Z,2025-11-23 18:53-08:00,2025-11-24 02:53Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N661QX,2025-11-23T19:00:00,6.7,2.7,4.0,0.0,0.0,,100,3,6.6,7.1,11.2,0.0,0.0,17600.0,100,3,,-4.3999999999999995,0.0
AS 2067,Alaska,2025-11-24,Departure,2025-11-24 05:06-08:00,2025-11-24 13:06Z,2025-11-24 05:16-08:00,2025-11-24 13:16Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N634QX,2025-11-24T05:00:00,4.2,27.8,50.8,0.4,0.0,,100,51,4.7,25.2,51.1,0.0,0.0,14500.0,100,3,,2.6000000000000014,0.0
AS 2132,Alaska,2025-11-24,Departure,2025-11-24 14:25-08:00,2025-11-24 22:25Z,2025-11-24 14:33-08:00,2025-11-24 22:33Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N628QX,2025-11-24T14:00:00,5.0,23.8,50.8,0.0,0.0,,0,0,4.1,24.8,41.4,0.0,0.0,25600.0,0,0,,-1.0,0.0
AS 2032,Alaska,2025-11-24,Departure,2025-11-24 18:08-08:00,2025-11-25 02:08Z,2025-11-24 18:19-08:00,2025-11-25 02:19Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N634QX,2025-11-24T18:00:00,0.8,4.0,7.9,0.0,0.0,,5,0,0.2,7.2,6.8,0.0,0.0,18900.0,0,0,,-3.2,0.0
AS 2439,Alaska,2025-11-24,Departure,2025-11-24 19:39-08:00,2025-11-25 03:39Z,2025-11-24 19:56-08:00,2025-11-25 03:56Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N646QX,2025-11-24T20:00:00,0.0,6.3,11.2,0.0,0.0,,23,1,-0.3,6.8,7.2,0.0,0.0,17600.0,0,0,,-0.5,0.0
AS 2364,Alaska,2025-11-24,Arrival,2025-11-24 00:20-08:00,2025-11-24 08:20Z,2025-11-24 00:08-08:00,2025-11-24 08:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N634QX,2025-11-24T00:00:00,6.4,8.3,14.4,0.4,0.0,,100,51,6.5,12.0,27.7,0.6,0.0,13100.0,100,53,,-3.6999999999999993,0.0
AS 2152,Alaska,2025-11-24,Arrival,2025-11-24 13:48-08:00,2025-11-24 21:48Z,2025-11-24 13:41-08:00,2025-11-24 21:41Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N628QX,2025-11-24T14:00:00,5.0,23.8,50.8,0.0,0.0,,0,0,4.1,24.8,41.4,0.0,0.0,25600.0,0,0,,-1.0,0.0
AS 2036,Alaska,2025-11-24,Arrival,2025-11-24 17:31-08:00,2025-11-25 01:31Z,2025-11-24 17:14-08:00,2025-11-25 01:14Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N634QX,2025-11-24T18:00:00,0.8,4.0,7.9,0.0,0.0,,5,0,0.2,7.2,6.8,0.0,0.0,18900.0,0,0,,-3.2,0.0
AS 2438,Alaska,2025-11-24,Arrival,2025-11-24 19:02-08:00,2025-11-25 03:02Z,2025-11-24 18:43-08:00,2025-11-25 02:43Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N646QX,2025-11-24T19:00:00,0.2,4.5,6.5,0.0,0.0,,0,0,-0.1,6.4,6.8,0.0,0.0,18200.0,2,0,,-1.9000000000000004,0.0
AS 2067,Alaska,2025-11-25,Departure,2025-11-25 05:06-08:00,2025-11-25 13:06Z,2025-11-25 05:25-08:00,2025-11-25 13:25Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N655QX,2025-11-25T05:00:00,-1.0,12.5,23.0,0.0,0.0,,100,3,-0.6,13.8,24.1,0.0,0.0,17200.0,97,3,,-1.3000000000000007,0.0
AS 2132,Alaska,2025-11-25,Departure,2025-11-25 14:25-08:00,2025-11-25 22:25Z,2025-11-25 14:32-08:00,2025-11-25 22:32Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N659QX,2025-11-25T14:00:00,4.8,12.5,27.7,0.0,0.0,,100,3,3.2,15.5,22.3,0.0,0.0,21900.0,97,3,,-3.0,0.0
1I 319,NetJets Aviation,2025-11-25,Departure,2025-11-25 18:05-08:00,2025-11-26 02:05Z,2025-11-25 17:51-08:00,2025-11-26 01:51Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer Pheom 300,N319QS,2025-11-25T18:00:00,1.8,11.4,19.1,0.1,0.0,,100,51,1.9,9.7,13.7,0.0,0.0,16800.0,100,3,,1.700000000000001,0.0
